ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;FORNECEDOR;CUSTO UND (ATUAL);CUSTO TOTAL (ATUAL);MÊS;ANO;CUSTO TOTAL (NA COMPRA);MÊS/ANO
PR;2701070006;PR2701070006;ACESSULFAME DE POTASSIO;EDULCORANTE;XAROPARIA;DAXIA;28,53;5706;MAR;2024;5706;01/03/2024
PR;2701070006;PR2701070006;ACESSULFAME DE POTASSIO;EDULCORANTE;XAROPARIA;GERAL;28,53;6419,25;ABR;2024;6419,25;01/04/2024
MS;2701070006;MS2701070006;ACESSULFAME DE POTASSIO;EDULCORANTE;XAROPARIA;GERAL;28,53;4992,75;ABR;2024;4992,75;01/04/2024
MS;2701090002;MS2701090002;ACIDO CITRICO;ACID.E CONSERV.;REF/ENER/ROM/DEL;GERAL;8,95;268500;ABR;2024;268500;01/04/2024
MS;2701090003;MS2701090003;ACIDO LACTICO - IBC;CERVEJARIA;OUTROS;GERAL;10,41;0;MAR;2024;0;01/03/2024
MS;2701090003;MS2701090003;ACIDO LACTICO - IBC;CERVEJARIA;OUTROS;GERAL;10,41;5205;MAI;2024;5205;01/05/2024
PA;12038514;PA12038514;ACIDO PERACETICO DIVOSAN FORT;NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
MS;2701090004;MS2701090004;ACIDO TARTARICO ;ACID.E CONSERV.;NOCH/TON/BEL;MCASSAB;35,5;3550;MAR;2024;3550;01/03/2024
PR;2801090003;PR2801090003;ACIDO TARTARICO IND;ACID.E CONSERV.;NOCH/TON/BEL;MCASSAB;35,5;3550;MAR;2024;3550;01/03/2024
MS;2701080001;MS2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;0;MAR;2024;0;01/03/2024
PR;2701080001;PR2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;0;MAR;2024;0;01/03/2024
MS;2701080001;MS2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;370944;ABR;2024;370944;01/04/2024
PR;2701080001;PR2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;516672;ABR;2024;516672;01/04/2024
PA;10010001;PA10010001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;2,27792;455584;MAI;2024;455584;01/05/2024
MS;DAT3;MSDAT3;ADITIVO PARA LIMPEZA LINX 1512;NÃO PRODUTIVO;DATADORA;GERAL;0;0;ABR;2024;0;01/04/2024
MS;DAT3;MSDAT3;ADITIVO PARA LIMPEZA LINX 1512;NÃO PRODUTIVO;DATADORA;GERAL;0;0;MAI;2024;0;01/05/2024
MS;DAT6;MSDAT6;ADITIVO PARA LIMPEZA VIDEO JET V901Q;NÃO PRODUTIVO;DATADORA;GERAL;0;0;MAI;2024;0;01/05/2024
MS;DAT6;MSDAT6;ADITIVO PARA LIMPEZA VIDEO JET V901Q;NÃO PRODUTIVO;DATADORA;GERAL;0;0;ABR;2024;0;01/04/2024
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;GERAL;2,26;0;JAN;2024;0;01/01/2024
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;GERAL;2,26;0;JAN;2024;0;01/01/2024
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;GERAL;2,26;0;JAN;2024;0;01/01/2024
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;GERAL;2,26;33900;ABR;2024;33900;01/04/2024
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;GERAL;2,26;33900;ABR;2024;33900;01/04/2024
MS;2701210005;MS2701210005;ALGINATO DE PROPILENO GLICOL;CERVEJARIA;OUTROS;GERAL;283,79;56758;MAI;2024;56758;01/05/2024
PR;2801120003;PR2801120003;PREMIX ENERG EMULVIT 8959 - BOMBADÃO SAPORITI -IND;CONCENT./KITs;C.ENERGETICO;GERAL;180;27540;ABR;2024;27540;01/04/2024
PR;2801120003;PR2801120003;PREMIX ENERG EMULVIT 8959 - BOMBADÃO SAPORITI -IND;CONCENT./KITs;C.ENERGETICO;GERAL;180;0;MAR;2024;0;01/03/2024
PR;2701050037;PR2701050037;AROMA IDENTICO AO NATURAL FRAMBOESA 77587 SAPORITI;AROMA;REFRIGERANTE;GERAL;62;0;FEV;2024;0;01/02/2024
PR;2701050037;PR2701050037;AROMA IDENTICO AO NATURAL FRAMBOESA 77587 SAPORITI;AROMA;REFRIGERANTE;GERAL;62;2480;ABR;2024;2480;01/04/2024
PR;2701050037;PR2701050037;AROMA IDENTICO AO NATURAL FRAMBOESA 77587 SAPORITI;AROMA;REFRIGERANTE;GERAL;62;1240;JUN;2024;1240;01/06/2024
PR;2801050021;PR2801050021;AROMA IDENTICO AO NATURAL MELANCIA IND;AROMA;ENERGÉTICO;GERAL;37,17;0;MAR;2024;0;01/03/2024
PR;2801050025;PR2801050025;AROMA IDENTICO AO NATURAL MORANGO IND;AROMA;ENERGÉTICO;GERAL;75,88;0;FEV;2024;0;01/02/2024
MS;2701050010;MS2701050010;AROMA DE LARANJA IDENTICO AO NATURAL;AROMA;REFRIGERANTE;GERAL;75,22;1128,3;MAI;2024;1128,3;01/05/2024
PA;10010001;PA10010001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;2,27792;683376;MAI;2024;683376;01/05/2024
MS;2701050002;MS2701050002;DESTILADO DE ERVAS AROMÁT PARA GIN;AROMA;JAMES COOK;GERAL;19,2;3840;JUN;2024;3840;01/06/2024
MS;2701050008;MS2701050008;AROMA FRUTAS TROPICAIS;AROMA;ENERGÉTICO;GERAL;149,57;29914;ABR;2024;29914;01/04/2024
PR;2701050010;PR2701050010;AROMA DE LARANJA IDENTICO AO NATURAL;AROMA;REFRIGERANTE;GERAL;75,22;0;MAR;2024;0;01/03/2024
PR;2701130007;PR2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;26240;JUL;2024;26240;01/07/2024
PR;2801050006;PR2801050006;AROMA FRUTAS TROPICAIS IND;AROMA;ENERGÉTICO;GERAL;149,57;14957;ABR;2024;14957;01/04/2024
MS;2701050015;MS2701050015;AROMA IDENTICO AO NATURAL MARACUJA;AROMA;NOCH DEMAIS;GERAL;54,21;0;FEV;2024;0;01/02/2024
MS;2701050017;MS2701050017;AROMA IDENTICO AO NATURAL MELANCIA;AROMA;ENERGÉTICO;DUAS RODAS;37,17;14868;MAR;2024;14868;01/03/2024
MS;2701050021;MS2701050021;AROMA IDENTICO AO NATURAL MORANGO;AROMA;ENERGÉTICO;DUAS RODAS;75,88;26558;MAR;2024;26558;01/03/2024
PR;2801050019;PR2801050019;AROMA IDENTICO AO NATURAL MARACUJA IND;AROMA;NOCH DEMAIS;GERAL;54,21;2710,5;ABR;2024;2710,5;01/04/2024
MS;2701050011;MS2701050011;AROMA LIMAO REFRIKO 41;AROMA;REFRIGERANTE;GERAL;48;0;MAR;2024;0;01/03/2024
PR;2801050019;PR2801050019;AROMA IDENTICO AO NATURAL MARACUJA IND;AROMA;NOCH DEMAIS;GERAL;54,21;5421;MAI;2024;5421;01/05/2024
PR;2801050021;PR2801050021;AROMA IDENTICO AO NATURAL MELANCIA IND;AROMA;ENERGÉTICO;GERAL;37,17;5575,5;JUN;2024;5575,5;01/06/2024
PR;2801050013;PR2801050013;AROMA IN LIMAO SICILIANO - IND;AROMA;ENERGÉTICO;GERAL;227,5;0;MAR;2024;0;01/03/2024
PR;2701050011;PR2701050011;AROMA LIMAO REFRIKO 41;AROMA;REFRIGERANTE;GERAL;48;0;MAR;2024;0;01/03/2024
MS;2701050013;MS2701050013;AROMA MAÇA VERDE COD;AROMA;ENERGÉTICO;GERAL;46,45;9475,8;ABR;2024;9475,8;01/04/2024
MS;2701050013;MS2701050013;AROMA MAÇA VERDE COD;AROMA;ENERGÉTICO;GERAL;46,45;0;FEV;2024;0;01/02/2024
MS;2701050019;MS2701050019;AROMA MELAO ;AROMA;ENERGÉTICO;GERAL;58,97;0;FEV;2024;0;01/02/2024
PR;2701050011;PR2701050011;AROMA LIMAO REFRIKO 41;AROMA;REFRIGERANTE;GERAL;48;14400;MAI;2024;14400;01/05/2024
PR;2701050011;PR2701050011;AROMA LIMAO REFRIKO 41;AROMA;REFRIGERANTE;GERAL;48;9600;JUN;2024;9600;01/06/2024
MS;2701050019;MS2701050019;AROMA MELAO ;AROMA;ENERGÉTICO;GERAL;58,97;18044,82;ABR;2024;18044,82;01/04/2024
MS;2701050019;MS2701050019;AROMA MELAO ;AROMA;ENERGÉTICO;GERAL;58,97;17691;MAI;2024;17691;01/05/2024
PR;2801050015;PR2801050015;AROMA MAÇA VERDE COD IND;AROMA;ENERGÉTICO;GERAL;46,45;0;FEV;2024;0;01/02/2024
MS;2701050012;MS2701050012;AROMA NATURAL DE LIMAO VERDE;AROMA;DELIRIO;GERAL;36;0;MAR;2024;0;01/03/2024
MS;2701050001;MS2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;GERAL;165,4;0;FEV;2024;0;01/02/2024
MS;2701050028;MS2701050028;AROMA NATURAL PARA VODKA ;AROMA;VODKA;DUAS RODAS;25,88;5176;MAR;2024;5176;01/03/2024
MS;2701050028;MS2701050028;AROMA NATURAL PARA VODKA ;AROMA;VODKA;GERAL;25,88;10352;MAI;2024;10352;01/05/2024
MS;2701050027;MS2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;0;MAR;2024;0;01/03/2024
PR;2801050015;PR2801050015;AROMA MAÇA VERDE COD IND;AROMA;ENERGÉTICO;GERAL;46,45;4737,9;ABR;2024;4737,9;01/04/2024
PR;2801050023;PR2801050023;AROMA MELAO IND;AROMA;ENERGÉTICO;GERAL;58,97;6014,94;ABR;2024;6014,94;01/04/2024
PR;2801050023;PR2801050023;AROMA MELAO IND;AROMA;ENERGÉTICO;GERAL;58,97;5897;MAI;2024;5897;01/05/2024
MS;2701070005;MS2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;0;FEV;2024;0;01/02/2024
PR;2801050004;PR2801050004;AROMA NATURA DE CITRUS RB 25395 - IND;AROMA;ENERGÉTICO;GERAL;105;0;MAR;2024;0;01/03/2024
PA;10020001;PA10020001;AROMA DE LARANJA IDENTICO AO NATURAL;AROMA;REFRIGERANTE;GERAL;77,66;1164,9;MAI;2024;1164,9;01/05/2024
MS;CIP3;MSCIP3;B - 160 (CIP ENCHEDORA PET);NÃO PRODUTIVO;CIP;GERAL;0;0;MAI;2024;0;01/05/2024
PA;10010001;PA10010001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;2,27792;455584;JUN;2024;455584;01/06/2024
MS;2701100002;MS2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;12,1;12100;MAR;2024;12100;01/03/2024
PR;2801130003;PR2801130003;AROMA QUININO - IND;AROMA;MALDIVES;GERAL;1596;15960;JUN;2024;15960;01/06/2024
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;0;MAR;2024;0;01/03/2024
MS;2701240002;MS2701240002;CANTONEIRA DE PAPELAO 110x110x1580;CANTONEIRA;CANTONEIRA;RM BUENO;1,62;3240;MAR;2024;3240;01/03/2024
MS;2701240004;MS2701240004;CHAPA SEM IMPRESSAO 1000X1200 (NOVA);SEPARADOR DE CAMADAS;CHAPA;GERAL;1,25;0;MAR;2024;0;01/03/2024
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;14000;ABR;2024;14000;01/04/2024
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;8400;MAI;2024;8400;01/05/2024
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;7000;JUN;2024;7000;01/06/2024
PR;2701070005;PR2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;0;MAR;2024;0;01/03/2024
MS;2701070004;MS2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;1418;MAI;2024;1418;01/05/2024
PA;10090100;PA10090100;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;70,39;42234;MAI;2024;42234;01/05/2024
MS;2701090006;MS2701090006;CITRATO DE SODIO;ACID.E CONSERV.;ENERG/DELIRIO;GERAL;8,28;0;ABR;2024;0;01/04/2024
PR;2701070005;PR2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;4594,5;JUL;2024;4594,5;01/07/2024
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;0;FEV;2024;0;01/02/2024
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;BBCA;12,1;18150;MAR;2024;18150;01/03/2024
MS;2701210003;MS2701210003;CLEAR MAX PVPP;CERVEJARIA;OUTROS;GERAL;138,35;0;MAR;2024;0;01/03/2024
MS;2701210003;MS2701210003;CLEAR MAX PVPP;CERVEJARIA;OUTROS;GERAL;138,35;138350;MAI;2024;138350;01/05/2024
MS;2701250001;MS2701250001;CLORETO DE CALCIO - IBC;CERVEJARIA;OUTROS;GERAL;4,07;0;MAR;2024;0;01/03/2024
MS;2701250001;MS2701250001;CLORETO DE CALCIO - IBC;CERVEJARIA;OUTROS;GERAL;4,07;1628;MAI;2024;1628;01/05/2024
SP;CIP2;SPCIP2;CLORO GRANULADO;NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;18150;JUN;2024;18150;01/06/2024
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;0;FEV;2024;0;01/02/2024
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;0;MAR;2024;0;01/03/2024
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2836;ABR;2024;2836;01/04/2024
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2836;MAI;2024;2836;01/05/2024
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2127;JUN;2024;2127;01/06/2024
MS;2701050025;MS2701050025;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;ADM;168,4;673600;ABR;2024;673600;01/04/2024
MS;2701050025;MS2701050025;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;GERAL;168,4;1010400;JUN;2024;1010400;01/06/2024
PR;2801090005;PR2801090005;CITRATO DE SODIO - IND;ACID.E CONSERV.;ENERG/DELIRIO;DAXIA;8,28;2484;MAR;2024;2484;01/03/2024
PR;2801090005;PR2801090005;CITRATO DE SODIO - IND;ACID.E CONSERV.;ENERG/DELIRIO;GERAL;8,28;0;FEV;2024;0;01/02/2024
MS;2701050022;MS2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;25,87;0;MAR;2024;0;01/03/2024
MS;2701050022;MS2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;25,87;25870;MAI;2024;25870;01/05/2024
PR;2801090005;PR2801090005;CITRATO DE SODIO - IND;ACID.E CONSERV.;ENERG/DELIRIO;GERAL;8,28;24840;ABR;2024;24840;01/04/2024
PR;2801050014;PR2801050014;AROMA CLOUDING LEMON IN - IND;AROMA;NOCH LEMON;GERAL;103,142;0;FEV;2024;0;01/02/2024
PR;2801050014;PR2801050014;AROMA CLOUDING LEMON IN - IND;AROMA;NOCH LEMON;SYMRISE;103,142;20628,4;ABR;2024;20628,4;01/04/2024
PR;2801050014;PR2801050014;AROMA CLOUDING LEMON IN - IND;AROMA;NOCH LEMON;GERAL;103,142;20628,4;MAI;2024;20628,4;01/05/2024
PA;10100012;PA10100012;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;10,352;15528;MAI;2024;15528;01/05/2024
MS;2701010052;MS2701010052;CONTRA ROTULO BAMBOA 330ML (ARTE NOVA);ROTULO;ADESIVO;GERAL;0,05611;16,833;ABR;2024;16,833;01/04/2024
MS;2701060007;MS2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;0;MAR;2024;0;01/03/2024
MS;2701060007;MS2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;0;FEV;2024;0;01/02/2024
MS;2701060007;MS2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;1500;MAI;2024;1500;01/05/2024
PR;2801050014;PR2801050014;AROMA CLOUDING LEMON IN - IND;AROMA;NOCH LEMON;GERAL;103,142;20628,4;AGO;2024;20628,4;01/08/2024
PR;2801050035;PR2801050035;CONCENTRADO B. ENERGETICA AÇAI;AROMA;KIT ENERGÉTICO;GERAL;137,18;79975,94;MAR;2024;79975,94;01/03/2024
MS;2701060003;MS2701060003;CORANTE TARTRAZINA;CORANTE;ENERGÉTICO;GERAL;49;0;MAR;2024;0;01/03/2024
MS;2701060003;MS2701060003;CORANTE TARTRAZINA;CORANTE;ENERGÉTICO;GERAL;49;245;MAI;2024;245;01/05/2024
PR;2801050035;PR2801050035;CONCENTRADO B. ENERGETICA AÇAI;AROMA;KIT ENERGÉTICO;GERAL;137,18;80387,48;MAI;2024;80387,48;01/05/2024
PR;2801050034;PR2801050034;CONCENTRADO BEBIDAS ENERGETICA IND;AROMA;KIT ENERGÉTICO;GERAL;168,4;1684000;MAR;2024;1684000;01/03/2024
MS;2701060002;MS2701060002;CORANTE VERMELHO 3167;CORANTE;REFRIGERANTE;GERAL;18,9;0;MAR;2024;0;01/03/2024
PR;2801050034;PR2801050034;CONCENTRADO BEBIDAS ENERGETICA IND;AROMA;KIT ENERGÉTICO;GERAL;168,4;1684000;ABR;2024;1684000;01/04/2024
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;0;ABR;2024;0;01/04/2024
MS;2701160012;MS2701160012;CX 12X300ML - TUBAINA;CAIXA;TUBAINA;JAUENSE;1,69;16900;ABR;2024;16900;01/04/2024
MS;2701160012;MS2701160012;CX 12X300ML - TUBAINA;CAIXA;TUBAINA;GERAL;1,69;0;FEV;2024;0;01/02/2024
MS;2701160012;MS2701160012;CX 12X300ML - TUBAINA;CAIXA;TUBAINA;GERAL;1,69;16900;MAI;2024;16900;01/05/2024
MS;2701160011;MS2701160011;CX ONE WAY BAMBOA 12X330ML;CAIXA;CERVEJA;GERAL;1,84;0;MAR;2024;0;01/03/2024
MS;2701160005;MS2701160005;CX ONE WAY MOEMA 6X600ML (MUDAR P/FILME);CAIXA;CERVEJA;GERAL;1,61;0;FEV;2024;0;01/02/2024
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;135850;JUN;2024;135850;01/06/2024
PA;10100024;PA10100024;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;19,87;5961;MAI;2024;5961;01/05/2024
PA;10090295;PA10090295;CONCENTRADO COLA IAB 7729 (NOVO);CONCENT./KITs;KIT COLA;GERAL;22,39;55975;MAI;2024;55975;01/05/2024
PA;10090295;PA10090295;CONCENTRADO COLA IAB 7729 (NOVO);CONCENT./KITs;KIT COLA;GERAL;22,39;134340;MAI;2024;134340;01/05/2024
PA;12038501;PA12038501;DETERGENTE ALCALINO CLORADO DIVOSANT TC 86 DIVERSEY;NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
MS;2701050020;MS2701050020;EMULSÃO COLA E-0388 ADM (NOVO);EMULSAO;XAROPARIA;GERAL;384,51;115353;MAR;2024;115353;01/03/2024
MS;2701050020;MS2701050020;EMULSÃO COLA E-0388 ADM (NOVO);EMULSAO;XAROPARIA;GERAL;384,51;57676,5;MAI;2024;57676,5;01/05/2024
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;0;FEV;2024;0;01/02/2024
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;0;MAR;2024;0;01/03/2024
MS;2701050018;MS2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;0;MAR;2024;0;01/03/2024
MS;2701050018;MS2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;11480;MAI;2024;11480;01/05/2024
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;135850;MAI;2024;135850;01/05/2024
PR;2701060007;PR2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;0;MAR;2024;0;01/03/2024
PA;12038500;PA12038500;DETERGENTE DIVERFOAM DG;NÃO PRODUTIVO;CIP;GERAL;0;0;MAI;2024;0;01/05/2024
PR;2701060007;PR2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;2250;MAI;2024;2250;01/05/2024
PR;2701060003;PR2701060003;CORANTE TARTRAZINA;CORANTE;ENERGÉTICO;GERAL;49;0;MAR;2024;0;01/03/2024
PR;2701060003;PR2701060003;CORANTE TARTRAZINA;CORANTE;ENERGÉTICO;GERAL;49;245;MAI;2024;245;01/05/2024
MS;2701050016;MS2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;0;MAR;2024;0;01/03/2024
MS;2701050016;MS2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;5600;MAI;2024;5600;01/05/2024
PR;2701060002;PR2701060002;CORANTE VERMELHO 3167;CORANTE;REFRIGERANTE;GERAL;18,9;0;FEV;2024;0;01/02/2024
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;0;MAR;2024;0;01/03/2024
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;0;JAN;2024;0;01/01/2024
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;201330;ABR;2024;201330;01/04/2024
PR;2701060002;PR2701060002;CORANTE VERMELHO 3167;CORANTE;REFRIGERANTE;GERAL;18,9;5670;MAI;2024;5670;01/05/2024
MS;2701130006;MS2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;DUAS RODAS;49,93;4993;MAR;2024;4993;01/03/2024
PR;CIP5;PRCIP5;D LIMONENO;NÃO PRODUTIVO;CIP;GERAL;0;0;MAR;2024;0;01/03/2024
MS;2701130007;MS2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;0;MAR;2024;0;01/03/2024
MS;2701130007;MS2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;9840;JUL;2024;9840;01/07/2024
PR;2701050020;PR2701050020;EMULSÃO COLA E-0388 ADM (NOVO) (usar no 500 ml);EMULSAO;XAROPARIA;GERAL;384,51;61521,6;JUN;2024;61521,6;01/06/2024
PR;2701050020;PR2701050020;EMULSÃO COLA E-0388 ADM (NOVO) (usar no 500 ml);EMULSAO;XAROPARIA;GERAL;384,51;0;MAR;2024;0;01/03/2024
PR;2701050020;PR2701050020;EMULSÃO COLA E-0388 ADM (NOVO) (usar no 500 ml);EMULSAO;XAROPARIA;GERAL;384,51;134578,5;MAI;2024;134578,5;01/05/2024
MS;2701040015;MS2701040015;SHRINK LISO - 380X0,06 ;FILME;VIDRO;GERAL;21;10500;MAR;2024;10500;01/03/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;LORD;22,85;34275;MAR;2024;34275;01/03/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;22,85;0;MAR;2024;0;01/03/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;22,85;34275;MAR;2024;34275;01/03/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;22,85;34275;ABR;2024;34275;01/04/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;22,85;34275;ABR;2024;34275;01/04/2024
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;22,85;0;FEV;2024;0;01/02/2024
PR;2701050018;PR2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;0;MAR;2024;0;01/03/2024
PR;2701050018;PR2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;11480;MAI;2024;11480;01/05/2024
PR;2701050016;PR2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;0;FEV;2024;0;01/02/2024
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;0;FEV;2024;0;01/02/2024
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;0;MAR;2024;0;01/03/2024
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;22850;ABR;2024;22850;01/04/2024
PR;2701050016;PR2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;0;MAR;2024;0;01/03/2024
PR;2701050016;PR2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;8400;MAI;2024;8400;01/05/2024
PR;2801050038;PR2801050038;EMULSAO SABOR CITRUS - IND;EMULSAO;XAROPARIA;GERAL;100,74;0;MAR;2024;0;01/03/2024
PR;2701170002;PR2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;0;FEV;2024;0;01/02/2024
PR;2701130006;PR2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;GERAL;49,93;0;MAR;2024;0;01/03/2024
PR;2701130007;PR2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;0;FEV;2024;0;01/02/2024
PR;2701130007;PR2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;0;MAR;2024;0;01/03/2024
PR;2701130007;PR2701130007;AROMA EXTRATO GUARANA REFRIKO 28;AROMA;REFRIGERANTE;GERAL;32,8;22960;JUN;2024;22960;01/06/2024
