ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;FORNECEDOR;CUSTO UND (ATUAL);CUSTO TOTAL (ATUAL);MÊS;ANO;CUSTO TOTAL (NA COMPRA);MÊS/ANO
MS;2701020102;MS2701020102;PREFORMA 41 G VERDE;PREFORMA;REFRIKO 2L;CRISTALPET;0,4013;117308,016;JUN;2026;117308,016;01/06/2026
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;493847,424;JUN;2026;493847,424;01/06/2026
PA;11070013;PA11070013;PREFORMA 46,0G VERDE OU 45,7 G;PREFORMA;PET 2L PA;BRASPET;0,49;69572,16;JUN;2026;69572,16;01/06/2026
PA;11070032;PA11070032;PREFORMA 48GR CRISTAL OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;379276,8;JUN;2026;379276,8;01/06/2026
MS;2701020050;MS2701020050;PREFORMA 48G CRISTAL (COMPRAR 50 G);PREFORMA;PET 2,5L PA;BRASPET;0,644;25656,96;JUN;2026;25656,96;01/06/2026
PA;11070033;PA11070033;PREFORMA 48GR VERDE OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;124938,24;JUN;2026;124938,24;01/06/2026
PA;10090017;PA10090017;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;36;19800;JUN;2026;19800;01/06/2026
MS;2701020081;MS2701020081;PREFORMA 54,4GR CRISTAL SHORT;PREFORMA;REFRIKO 3L;BRASPET;0,55922;21742,4736;JUN;2026;21742,4736;01/06/2026
MS;2701020109;MS2701020109;PREFORMA 54,4GR VERDE SHORT;PREFORMA;REFRIKO 3L;BRASPET;0,55922;60878,92608;JUN;2026;60878,92608;01/06/2026
MS;2701020075;MS2701020075;PREFORMA PET 46,7GR CRISTAL;PREFORMA;FURIOSO 2L;BRASPET;0,594;138910,464;JUN;2026;138910,464;01/06/2026
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;GERAL;0,687488;328938,2584;JUN;2026;328938,2584;01/06/2026
MS;2701210004;MS2701210004;ENZIMA ULTRA FLOW;CERVEJARIA;OUTROS;PROZYN ;76,36;11454;JUN;2026;11454;01/06/2026
PR;2801170001;PR2801170001;AGUARDENTE DE CANA CACHACA LT - IND;CACHAÇA;TANQUE;COOP ;2,26;180732,2;JUN;2026;180732,2;01/06/2026
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;206144,024;JUN;2026;206144,024;01/06/2026
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;205759,26;JUN;2026;205759,26;01/06/2026
PR;2701010143;PR2701010143;ROTULO REFRIKO LARANJA DQI1% 200 ML (PROPRIO);ROTULO;BOPP;TRIA;0,008;6400;JUN;2026;6400;01/06/2026
PR;2701010149;PR2701010149;ROTULO REFRIKO TUBAÍNA 200 ML (PROPRIO);ROTULO;BOPP;TRIA;0,008;9600;JUN;2026;9600;01/06/2026
MS;2701150004;MS2701150004;VASILHAME OW 600ML (BELLA ROMA);VASILHAME;NORMAL;VIDRO PORTO;1,13;64071;JUN;2026;64071;01/06/2026
MS;2701170003;MS2701170003;VINHO DE MESA TINTO SECO GRANEL;VINHO;TANQUE; GAZZI;4,2;705600;JUN;2026;705600;01/06/2026
MS;2701140029;MS2701140029;TAMPA - LATA 350/269/473ML - B64;TAMPA;LATA;CROWN;0,24;862617,6;JUN;2026;862617,6;01/06/2026
MS;2701050013;MS2701050013;AROMA MAÇA VERDE COD;AROMA;ENERGÉTICO;GERAL;46,45;4645;SET;2026;4645;01/09/2026
PR;2801050015;PR2801050015;AROMA MAÇA VERDE COD IND;AROMA;ENERGÉTICO;GERAL;46,45;4645;AGO;2026;4645;01/08/2026
MS;2701050019;MS2701050019;AROMA MELAO ;AROMA;ENERGÉTICO;GERAL;58,97;5897;AGO;2026;5897;01/08/2026
PR;2801050023;PR2801050023;AROMA MELAO IND;AROMA;ENERGÉTICO;DUAS RODAS;58,97;8845,5;JUL;2026;8845,5;01/07/2026
MS;2701080001;MS2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;276000;JUN;2026;276000;01/06/2026
PR;2701080001;PR2701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;170016;JUN;2026;170016;01/06/2026
PR2;2701080001;PR22701080001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;GERAL;1,84;317952;JUN;2026;317952;01/06/2026
PR;2801050023;PR2801050023;AROMA MELAO IND;AROMA;ENERGÉTICO;GERAL;58,97;8845,5;AGO;2026;8845,5;01/08/2026
PR;2801050004;PR2801050004;AROMA NATURA DE CITRUS RB 25395 - IND;AROMA;ENERGÉTICO;GERAL;105;3780;AGO;2026;3780;01/08/2026
PR2;2701050001;PR22701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;GERAL;165,4;33080;MAI;2026;33080;01/05/2026
PR;2701050001;PR2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;165,4;16540;JUN;2026;16540;01/06/2026
PR;2701050001;PR2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;165,4;16540;JUL;2026;16540;01/07/2026
PR2;2701050001;PR22701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;165,4;16540;JUL;2026;16540;01/07/2026
MS;2701050001;MS2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;165,4;16540;AGO;2026;16540;01/08/2026
PR;2701050001;PR2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;GERAL;165,4;16540;AGO;2026;16540;01/08/2026
PR;2701050001;PR2701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;GERAL;165,4;8270;SET;2026;8270;01/09/2026
PR2;2701050001;PR22701050001;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;GERAL;165,4;24810;SET;2026;24810;01/09/2026
MS;2701050044;MS2701050044;AROMA NATURAL NOTA MADURA IMCD;AROMA;ENERGÉTICO;IMCD;215,16;5379;JUL;2026;5379;01/07/2026
MS;2701050028;MS2701050028;AROMA NATURAL PARA VODKA ;AROMA;VODKA;DUAS RODAS;25,88;3882;JUL;2026;3882;01/07/2026
MS;2701050028;MS2701050028;AROMA NATURAL PARA VODKA ;AROMA;VODKA;GERAL;25,88;3882;SET;2026;3882;01/09/2026
MS;2701050043;MS2701050043;AROMA NATURAL TURVO NEUTRO MATRIX;AROMA;ENERGÉTICO;MATRIX;88,5;7080;JUL;2026;7080;01/07/2026
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;283600,8914;JUN;2026;283600,8914;01/06/2026
PA;10090273;PA10090273;ACESSULFAME DE POTASSIO;EDULCORANTE;XAROPARIA;GERAL;34,9;1745;SET;2026;1745;01/09/2026
PA;10090100;PA10090100;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;70,39;7039;AGO;2026;7039;01/08/2026
PA;10090100;PA10090100;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;70,39;7039;SET;2026;7039;01/09/2026
PA;10090071;PA10090071;SUCRALOSE;EDULCORANTE;XAROPARIA;GERAL;114,06;11406;AGO;2026;11406;01/08/2026
PA;10090071;PA10090071;SUCRALOSE;EDULCORANTE;XAROPARIA;GERAL;114,06;17109;SET;2026;17109;01/09/2026
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;SAPORITI;28;4200;JUL;2026;4200;01/07/2026
MS;2701050027;MS2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;1400;SET;2026;1400;01/09/2026
PR;2701050027;PR2701050027;AROMA UVA REFRIKO 84;AROMA;REFRIGERANTE;GERAL;28;8400;AGO;2026;8400;01/08/2026
PR2;2701070005;PR22701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;6126;JUL;2026;6126;01/07/2026
MS;2701070005;MS2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;BUSCHLE;61,26;6126;JUL;2026;6126;01/07/2026
MS;2701070005;MS2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;3063;SET;2026;3063;01/09/2026
PR;2701070005;PR2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;BUSCHLE;61,26;3063;JUL;2026;3063;01/07/2026
PR2;2701070005;PR22701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;6126;AGO;2026;6126;01/08/2026
PR;2701070005;PR2701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;3063;SET;2026;3063;01/09/2026
PR2;2701070005;PR22701070005;ASPARTAME;EDULCORANTE;XAROPARIA;GERAL;61,26;9189;SET;2026;9189;01/09/2026
MS;2701100002;MS2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;12100;AGO;2026;12100;01/08/2026
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;BIO CHEMICALS;12,1;18150;JUL;2026;18150;01/07/2026
PR;2701030043;PR2701030043;TAMPA LARANJA REFRIKO;TAMPA;PET;OXFORD PACKAGING;0,04445;73929,24;JUL;2026;73929,24;01/07/2026
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;15730;AGO;2026;15730;01/08/2026
PR2;2701100002;PR22701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;12,1;14520;JUL;2026;14520;01/07/2026
PR;2701100002;PR2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;14520;SET;2026;14520;01/09/2026
PR2;2701100002;PR22701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;DAXIA;12,1;15125;JUL;2026;15125;01/07/2026
PR2;2701100002;PR22701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;18150;SET;2026;18150;01/09/2026
MS;2701100002;MS2701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;12100;SET;2026;12100;01/09/2026
PR2;2701100002;PR22701100002;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;GERAL;12,1;24200;OUT;2026;24200;01/10/2026
MS;2701160013;MS2701160013;CAIXA TUBAÍNA 12X355ML;CAIXA;TUBAINA;GERAL;1,97;39400;OUT;2026;39400;01/10/2026
PR2;2701240004;PR22701240004;CHAPA SEM IMPRESSAO 1000X1200 (NOVA);SEPARADOR DE CAMADAS;CHAPA;GERAL;1,19;48790;JUL;2026;48790;01/07/2026
PA;10100012;PA10100012;BENZOATO DE SODIO;ACID.E CONSERV.;REF/ENER/NOCH/TON;STAR;10,352;10352;JUL;2026;10352;01/07/2026
PA;10100006;PA10100006;CITRATO DE SODIO;ACID.E CONSERV.;ENERG/DELIRIO;KONKRETA;10,37;1037;JUL;2026;1037;01/07/2026
MS;2701240004;MS2701240004;CHAPA SEM IMPRESSAO 1000X1200 (NOVA);SEPARADOR DE CAMADAS;CHAPA;CPEL;1,25;51250;JUL;2026;51250;01/07/2026
MS;2701240004;MS2701240004;CHAPA SEM IMPRESSAO 1000X1200 (NOVA);SEPARADOR DE CAMADAS;CHAPA;GERAL;1,25;50000;JUL;2026;50000;01/07/2026
PR2;2701240004;PR22701240004;CHAPA SEM IMPRESSAO 1000X1200 (NOVA);SEPARADOR DE CAMADAS;CHAPA;GERAL;1,19;48790;SET;2026;48790;01/09/2026
MS;2701070004;MS2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;PARKER;14,18;2836;JUL;2026;2836;01/07/2026
PA;10090017;PA10090017;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;36;18000;JUL;2026;18000;01/07/2026
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;PARKER;14,18;2836;JUL;2026;2836;01/07/2026
PR2;2701070004;PR22701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2836;JUL;2026;2836;01/07/2026
MS;2701070004;MS2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2836;AGO;2026;2836;01/08/2026
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2127;AGO;2026;2127;01/08/2026
PR;2701020051;PR2701020051;PREFORMA PET 200 ML CRISTAL 12 g (PROP.);PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;349047,2509;JUL;2026;349047,2509;01/07/2026
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;327231,7978;JUL;2026;327231,7978;01/07/2026
PA;11070041;PA11070041;PREFORMA PET  200 ML CRISTAL 12 G;PREFORMA;PET 200 PA;CRISTALPET;0,159;48367,8;JUL;2026;48367,8;01/07/2026
PA;11070048;PA11070048;PREFORMA PET  200 ML VERDE 12 G;PREFORMA;PET 200 PA;CRISTALPET;0,159;55809;JUL;2026;55809;01/07/2026
SP;2801020042;SP2801020042;PREFORMA 15G CRISTAL;PREFORMA;PET 500 PA;CRISTALPET;0,22133;454105,417;JUL;2026;454105,417;01/07/2026
SP;2801020042;SP2801020042;PREFORMA 15G CRISTAL;PREFORMA;PET 500 PA;CRISTALPET;0,22133;96060,76128;JUL;2026;96060,76128;01/07/2026
PA;11070046;PA11070046;PREFORMA 18 ou 20,6G CRISTAL;PREFORMA;PET 500 PA;CRISTALPET;0,236;19665,408;JUL;2026;19665,408;01/07/2026
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;CRISTALPET;0,25664;263275,6838;JUL;2026;263275,6838;01/07/2026
SP;2801020041;SP2801020041;PREFORMA 18G CRISTAL 500 ML;PREFORMA;PET 500 PA;CRISTALPET;0,25664;126574,848;JUL;2026;126574,848;01/07/2026
SP;2801020032;SP2801020032;PREFORMA 31,7G CRISTAL;PREFORMA;ÁGUA 1,5L;CRISTALPET;0,41577;23499,3204;JUL;2026;23499,3204;01/07/2026
MS;2701020059;MS2701020059;PREFORMA 41 G CRISTAL;PREFORMA;REFRIKO 2L;CRISTALPET;0,5553;32465,0592;JUL;2026;32465,0592;01/07/2026
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;ENGEPACK;0,5212;37626,4704;JUL;2026;37626,4704;01/07/2026
MS;2701020102;MS2701020102;PREFORMA 41 G VERDE;PREFORMA;REFRIKO 2L;CRISTALPET;0,4013;87143,0976;JUL;2026;87143,0976;01/07/2026
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;329231,616;JUL;2026;329231,616;01/07/2026
PA;11070012;PA11070012;PREFORMA 46,0G CRISTAL OU 45,7 G;PREFORMA;PET 2L PA;CRISTALPET;0,49;81849,6;JUL;2026;81849,6;01/07/2026
MS;2701020096;MS2701020096;PREFORMA 48G VERDE;PREFORMA;PET 2,5L PA;GERAL;0,64422;34633,2672;JUL;2026;34633,2672;01/07/2026
PA;11070032;PA11070032;PREFORMA 48GR CRISTAL OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;383738,88;JUL;2026;383738,88;01/07/2026
PA;11070033;PA11070033;PREFORMA 48GR VERDE OU 50,7 G;PREFORMA;PET 2,5L PA;AMCOR;0,498;80317,44;JUL;2026;80317,44;01/07/2026
MS;2701020075;MS2701020075;PREFORMA PET 46,7GR CRISTAL;PREFORMA;FURIOSO 2L;BRASPET;0,594;94260,672;JUL;2026;94260,672;01/07/2026
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;GERAL;0,687488;458164,0028;JUL;2026;458164,0028;01/07/2026
MS;2701010132;MS2701010132;ROTULO REFRIKO COLA 2L;ROTULO;BOPP;ELLOFLEX;0,0355;6885,012;JUL;2026;6885,012;01/07/2026
PR;2701010132;PR2701010132;ROTULO REFRIKO COLA 2L;ROTULO;BOPP;ELLOPRINT;0,0355;3550;JUL;2026;3550;01/07/2026
PA;10090293;PA10090293;SUCO CONCENTRADO DE MACA;SUCO;XAROPARIA;INTERSUCOS;11,5;28750;JUL;2026;28750;01/07/2026
PR;2701070004;PR2701070004;CICLAMATO DE SÓDIO ;EDULCORANTE;XAROPARIA;GERAL;14,18;2836;OUT;2026;2836;01/10/2026
PR;2801090005;PR2801090005;CITRATO DE SODIO - IND;ACID.E CONSERV.;ENERG/DELIRIO;GERAL;8,28;8280;AGO;2026;8280;01/08/2026
PA;10090090;PA10090090;SUCO CONCENTRADO LARANJA;SUCO;XAROPARIA;INTERSUCOS;10,5;4200;JUL;2026;4200;01/07/2026
MS;2701210003;MS2701210003;CLEAR MAX PVPP;CERVEJARIA;OUTROS;GERAL;138,35;9684,5;AGO;2026;9684,5;01/08/2026
PR2;2701210003;PR22701210003;CLEAR MAX PVPP;CERVEJARIA;OUTROS;GERAL;138,35;23519,5;AGO;2026;23519,5;01/08/2026
PA;10090094;PA10090094;SUCO CONCENTRADO UVA;SUCO;XAROPARIA;INTERSUCOS;10,5;5250;JUL;2026;5250;01/07/2026
MS;2701030037;MS2701030037;TAMPA AMARELA LISA;TAMPA;PET;VALGROUP;0,049;21873,6;AGO;2026;21873,6;01/08/2026
PR;2701030037;PR2701030037;TAMPA AMARELA LISA;TAMPA;PET;OXFORD PACKAGING;0,04445;120975,12;JUL;2026;120975,12;01/07/2026
MS;2701030043;MS2701030043;TAMPA LARANJA REFRIKO;TAMPA;PET;VALGROUP;0,049;7408,8;AGO;2026;7408,8;01/08/2026
MS;2701030044;MS2701030044;TAMPA LILAS LISA;TAMPA;PET;VALGROUP;0,049;7408,8;AGO;2026;7408,8;01/08/2026
PR;2701030044;PR2701030044;TAMPA LILAS LISA;TAMPA;PET;OXFORD PACKAGING;0,04445;20162,52;JUL;2026;20162,52;01/07/2026
SP;2801030014;SP2801030014;TAMPA PLASTICA AZUL OMNI IND                                                         ;TAMPA;PET;GERAL;0,043333;91727,2944;JUL;2026;91727,2944;01/07/2026
PR;2701030049;PR2701030049;TAMPA VERDE REFRIKO;TAMPA;PET;OXFORD PACKAGING;0,04445;73929,24;JUL;2026;73929,24;01/07/2026
MS;2701250001;MS2701250001;CLORETO DE CALCIO - IBC;CERVEJARIA;OUTROS;BELA VISTA ;4,07;2035;JUL;2026;2035;01/07/2026
PR2;2701250001;PR22701250001;CLORETO DE CALCIO - IBC;CERVEJARIA;OUTROS;GERAL;4,07;4070;AGO;2026;4070;01/08/2026
PR;2801050035;PR2801050035;CONCENTRADO B. ENERGETICA AÇAI;AROMA;KIT ENERGÉTICO;GERAL;137,18;78741,32;SET;2026;78741,32;01/09/2026
MS;2701050025;MS2701050025;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;GERAL;168,4;926200;JUL;2026;926200;01/07/2026
MS;2701050025;MS2701050025;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;GERAL;168,4;1263000;AGO;2026;1263000;01/08/2026
MS;2701090004;MS2701090004;ACIDO TARTARICO ;ACID.E CONSERV.;NOCH/TON/BEL;MCASSAB;35,5;3550;AGO;2026;3550;01/08/2026
PA;10010001;PA10010001;ACUCAR CRISTAL;AÇUCAR;XAROPARIA;CERTANO;2,27792;569480;AGO;2026;569480;01/08/2026
PA;10020012;PA10020012;AROMA DE GUARANA 31835 ADM;AROMA;REFRIGERANTE;YERBALATINA;120,2;24040;AGO;2026;24040;01/08/2026
MS;2701050025;MS2701050025;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;GERAL;168,4;1515600;OUT;2026;1515600;01/10/2026
PR;2801050034;PR2801050034;CONCENTRADO BEBIDAS ENERGETICA IND;AROMA;KIT ENERGÉTICO;GERAL;168,4;1515600;JUL;2026;1515600;01/07/2026
PR;2801050034;PR2801050034;CONCENTRADO BEBIDAS ENERGETICA IND;AROMA;KIT ENERGÉTICO;GERAL;168,4;1431400;AGO;2026;1431400;01/08/2026
PR;2801050034;PR2801050034;CONCENTRADO BEBIDAS ENERGETICA IND;AROMA;KIT ENERGÉTICO;GERAL;168,4;2357600;OUT;2026;2357600;01/10/2026
MS;2701050022;MS2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;INTERAMERICANAS;25,87;11641,5;JUL;2026;11641,5;01/07/2026
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;INTERAMERICAS;27,17;14943,5;JUL;2026;14943,5;01/07/2026
MS;2701050022;MS2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;25,87;12935;AGO;2026;12935;01/08/2026
PR;2701050022;PR2701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;17660,5;AGO;2026;17660,5;01/08/2026
PR2;2701050022;PR22701050022;CONCENTRADO DE GUARANA IAB 7205;AROMA;REFRIGERANTE;GERAL;27,17;32604;AGO;2026;32604;01/08/2026
PR;2701060010;PR2701060010;CORANTE AMARANTO;CORANTE;REFRIGERANTE;GERAL;85,5;4275;SET;2026;4275;01/09/2026
PR2;2701060010;PR22701060010;CORANTE AMARANTO;CORANTE;DELIRIO;GERAL;85,5;855;SET;2026;855;01/09/2026
PR2;2701060006;PR22701060006;CORANTE CARAMELO CERVEJA;CERVEJARIA;OUTROS;GERAL;6,38;6380;JUN;2026;6380;01/06/2026
MS;2701060006;MS2701060006;CORANTE CARAMELO CERVEJA;CERVEJARIA;OUTROS;GERAL;6,04;3020;AGO;2026;3020;01/08/2026
PA;10020011;PA10020011;AROMA NATURAL MOUTHFEEL FASV259 ADM;AROMA;REFRIGERANTE;ADM;157,52;15752;AGO;2026;15752;01/08/2026
PR;2701060007;PR2701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;3750;AGO;2026;3750;01/08/2026
PR2;2701060007;PR22701060007;CORANTE CARAMELO CLASE IV DPC;CORANTE;REFRIGERANTE;GERAL;7,5;7500;SET;2026;7500;01/09/2026
MS;2701160012;MS2701160012;CX 12X300ML - TUBAINA;CAIXA;TUBAINA;JAUENSE;1,69;33800;AGO;2026;33800;01/08/2026
MS;2701160001;MS2701160001;CX AUTO GIN JAMES COOK 6X1-;CAIXA;JAMES COOK;GERAL;2,96;19240;AGO;2026;19240;01/08/2026
MS;2701160002;MS2701160002;CX FUNDO AUTO VODKA JAMES COOK 6X1;CAIXA;JAMES COOK;GERAL;2,96;10360;AGO;2026;10360;01/08/2026
MS;2701160011;MS2701160011;CX ONE WAY BAMBOA 12X330ML;CAIXA;CERVEJA;CARTONAGEM;1,84;36800;JUL;2026;36800;01/07/2026
PR2;2701050020;PR22701050020;EMULSÃO COLA E-0388 ADM (NOVO);EMULSAO;XAROPARIA;GERAL;384,51;20186,775;AGO;2026;20186,775;01/08/2026
PR2;2701050020;PR22701050020;EMULSÃO COLA E-0388 ADM (NOVO);EMULSAO;XAROPARIA;GERAL;384,51;20379,03;SET;2026;20379,03;01/09/2026
MS;2701050018;MS2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;32,8;4920;JUL;2026;4920;01/07/2026
PA;10090274;PA10090274;CONCENTRADO BEBIDAS ENERGETICA;AROMA;KIT ENERGÉTICO;WILD;164,7247563;164724,7563;AGO;2026;164724,7563;01/08/2026
PR;2701050018;PR2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;32,8;16400;JUL;2026;16400;01/07/2026
PR;2701050018;PR2701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;9840;SET;2026;9840;01/09/2026
PA;10090295;PA10090295;CONCENTRADO COLA IAB 7729 (NOVO);CONCENT./KITs;KIT COLA;INTERAMERICA;22,39;49258;AGO;2026;49258;01/08/2026
PR2;2701050018;PR22701050018;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;GERAL;32,8;11480;AGO;2026;11480;01/08/2026
PR;2701050016;PR2701050016;EMULSAO NEUTRA PARA SUCO;EMULSAO;XAROPARIA;GERAL;56;5600;SET;2026;5600;01/09/2026
MS;2701210004;MS2701210004;ENZIMA ULTRA FLOW;CERVEJARIA;OUTROS;GERAL;76,36;11454;AGO;2026;11454;01/08/2026
PR2;2701210004;PR22701210004;ENZIMA ULTRA FLOW;CERVEJARIA;OUTROS;GERAL;76,36;11454;AGO;2026;11454;01/08/2026
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;408762,536;JUL;2026;408762,536;01/07/2026
PR;2701170002;PR2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;72210,36;JUL;2026;72210,36;01/07/2026
MS;2701170002;MS2701170002;ETANOL NEUTRO ALCOOL ETILICO POT 96º-IND;ETANOL;TANQUE;GERAL;4,474;201330;AGO;2026;201330;01/08/2026
MS;2701130012;MS2701130012;EXTRATO DE CHA PRETO EM PO;AROMA;ENERGÉTICO;APLIQUIMICA;182,38;19149,9;AGO;2026;19149,9;01/08/2026
MS;2701130006;MS2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;GERAL;49,93;6241,25;AGO;2026;6241,25;01/08/2026
PR;2701130006;PR2701130006;EXTRATO DE GUARANA 200% DUAS RODAS;AROMA;ENERG./DELÍR.;GERAL;49,93;17475,5;AGO;2026;17475,5;01/08/2026
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;15995;JUL;2026;15995;01/07/2026
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;15995;AGO;2026;15995;01/08/2026
SP;2801040014;SP2801040014;FILME STRETCH POLIETILENO 500 X 0023;FILME;STRETCH;GERAL;22,85;15995;OUT;2026;15995;01/10/2026
MS;2701040009;MS2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;EPA;22,85;75405;JUL;2026;75405;01/07/2026
PA;11040793;PA11040793;FILME TERMO - 480X0,06;FILME;REFRI;EPA;10,35;31050;AGO;2026;31050;01/08/2026
PA;11040005;PA11040005;FILME TERMO ENCOLHIVEL 300 MM X 0,04;FILME;REFRI;EPA;10,35;20700;AGO;2026;20700;01/08/2026
PA;11040007;PA11040007;FILME TERMO ENCOLHIVEL 420 X 0,06;FILME;REFR/ENERG.;E.P.A;10,35;20700;AGO;2026;20700;01/08/2026
PR2;2701040009;PR22701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;20;80000;JUL;2026;80000;01/07/2026
